Fråga,Frågetyp,Nivå,Svar,Miniräknare tillåten
Lös ekvationen $2(3x + 3) + 12 = -x - 3$.,equation,2,-3,Nej
Lös ekvationen $1(x - 4) + \frac{23}{4} = \frac{3}{2}x + 2$.,equation,2,"-0,5",Nej
Lös ekvationen $2(2x - 2) + 11 = -3x + 7$.,equation,2,0,Nej
Lös ekvationen $3(3x + 0) - 10 = 4x - 5$.,equation,2,1,Nej
Lös ekvationen $4(x + 2) - \frac{43}{2} = -5x + 0$.,equation,2,"1,5",Nej
Lös ekvationen $\frac{1}{2}(2x + 4) + \frac{1}{2} = \frac{1}{2}x + 5$.,equation,2,5,Nej
Lös ekvationen $2(3x - 3) - 57 = -2x - 7$.,equation,2,7,Nej
Lös ekvationen $3(x - 1) + \frac{11}{2} = 4x - 2$.,equation,2,"4,5",Nej
Lös ekvationen $4(2x + 1) - 133 = -4x + 3$.,equation,2,11,Nej
Lös ekvationen $1(3x + 3) - \frac{3}{2} = \frac{5}{2}x + 8$.,equation,2,13,Nej
Lös ekvationen $1(x - 4) - 15 = -x - 4$.,equation,2,"7,5",Nej
Lös ekvationen $3(2x - 2) - 61 = 2x + 1$.,equation,2,17,Nej
Lös ekvationen $4(3x + 0) - 279 = -3x + 6$.,equation,2,19,Nej
Lös ekvationen $1(x + 2) - 13 = 2x - 6$.,equation,2,-5,Nej
Lös ekvationen $2(2x + 4) + 54 = -5x - 1$.,equation,2,-7,Nej
